timestamp,gyrX,gyrY,gyrZ
1110121,1.038,-2.014,4.089
1110201,1.038,-2.014,4.089
1110211,0.793,-2.197,4.028
1110221,0.793,-2.197,4.028
1111001,0.793,-2.197,4.028
1111011,-0.549,-1.282,3.540
1111021,-0.549,-1.282,3.540
1111101,-0.549,-1.282,3.540
1111111,-1.831,0.122,3.174
1111121,-1.831,0.122,3.174
1111201,-2.808,1.160,3.052
1111211,-2.808,1.160,3.052
1111221,-2.808,1.160,3.052
1112001,-3.540,1.587,3.235
1112012,-3.540,1.587,3.235
1112022,-3.540,1.587,3.235
1112102,-3.784,1.404,3.601
1112112,-3.784,1.404,3.601
1112122,-3.784,1.404,3.601
1112202,-3.479,0.793,3.723
1112212,-3.479,0.793,3.723
1112222,-2.747,0.305,3.479
1120002,-2.747,0.305,3.479
1120012,-2.747,0.305,3.479
1120022,-1.953,0.854,3.418
1120102,-1.953,0.854,3.418
1120112,-1.953,0.854,3.418
1120122,-1.038,1.770,3.113
1120202,-1.038,1.770,3.113
1120212,-1.038,1.770,3.113
1120222,-0.183,2.136,2.747
1121002,-0.183,2.136,2.747
1121012,0.854,1.953,2.258
1121022,0.854,1.953,2.258
1121102,0.854,1.953,2.258
1121112,1.648,1.526,1.831
1121122,1.648,1.526,1.831
1121202,1.648,1.526,1.831
1121212,2.197,1.160,1.770
1121222,2.197,1.160,1.770
1122002,2.197,1.160,1.770
1122012,2.686,1.465,1.648
1122022,2.686,1.465,1.648
1122102,2.686,1.465,1.648
1122112,2.258,1.648,1.648
1122122,2.258,1.648,1.648
1122202,2.014,1.587,1.648
1122212,2.014,1.587,1.648
1122222,2.014,1.587,1.648
1200002,1.953,1.404,1.709
1200012,1.953,1.404,1.709
1200022,1.953,1.404,1.709
1200102,2.075,1.343,1.831
1200112,2.075,1.343,1.831
1200122,2.075,1.343,1.831
1200202,2.014,1.709,2.014
1200212,2.014,1.709,2.014
1200222,2.014,1.709,2.502
1201002,1.465,2.380,2.502
1201012,1.465,2.380,2.502
1201022,1.221,3.113,2.991
1201102,1.221,3.113,2.991
1201112,1.221,3.113,2.991
1201122,0.549,3.662,3.357
1201202,0.549,3.662,3.357
1201212,0.549,3.662,3.357
1201222,0.305,3.845,3.418
1202002,0.305,3.845,3.418
1202012,0.305,3.845,3.418
1202022,0.000,3.601,3.479
1202102,0.000,3.601,3.479
1202112,0.000,3.601,3.662
1202122,-0.671,3.540,3.662
1202202,-0.671,3.540,3.662
1202212,-1.343,3.174,3.662
1210000,-1.343,3.174,3.662
1210010,-1.343,3.174,3.662
1210020,-1.465,3.113,2.930
1210100,-1.465,3.113,2.930
1210110,-1.465,3.113,2.930
1210120,-1.587,3.418,2.625
1210200,-1.587,3.418,2.625
1210210,-1.587,3.174,2.991
1210220,-1.404,3.174,2.991
1211000,-1.404,3.174,2.991
1211010,-1.465,2.563,3.479
1211020,-1.465,2.563,3.479
1211100,-1.465,2.563,3.479
1211110,-1.099,1.892,3.113
1211120,-1.099,1.892,3.113
1211201,-1.099,1.892,3.113
1211211,-0.549,1.526,2.563
1211221,-0.549,1.526,2.563
1212001,0.122,1.892,2.319
1212011,0.122,1.892,2.319
1212021,0.122,1.892,2.319
1212101,0.427,2.747,2.014
1212110,0.427,2.747,2.014
1212120,0.427,2.747,2.014
1212200,0.488,3.662,1.892
1212210,0.488,3.662,1.892
1212220,0.488,3.662,1.892
1220000,0.183,4.395,1.404
1220010,0.183,4.395,1.404
1220020,0.183,4.395,1.404
1220100,-0.305,4.822,1.160
1220110,-0.305,4.822,1.160
1220120,-0.305,4.883,1.282
1220200,-1.099,4.883,1.282
1220211,-1.099,4.883,1.282
1220221,-1.404,4.395,1.526
1221001,-1.404,4.395,1.526
1221011,-1.404,4.395,1.526
1221021,-1.221,3.479,2.075
1221101,-1.221,3.479,2.075
1221111,-1.221,3.479,2.075
1221121,-1.099,2.747,2.441
1221201,-1.099,2.747,2.441
1221211,-0.671,2.686,2.380
1221221,-0.671,2.686,2.380
1222001,-0.671,2.686,2.380
1222011,-0.427,2.808,1.770
1222021,-0.427,2.808,1.770
1222101,-0.427,2.808,1.770
1222111,-0.671,2.991,1.282
1222121,-0.671,2.991,1.282
1222202,-0.671,2.991,1.282
1222212,-0.854,2.869,0.977
1222222,-0.854,2.869,0.977
2000002,-0.366,2.380,0.916
2000012,-0.366,2.380,0.916
2000022,-0.366,2.380,0.916
2000102,0.427,1.709,0.732
2000112,0.427,1.709,0.732
2000122,0.427,1.709,0.732
2000202,1.282,1.160,1.038
2000212,1.282,1.160,1.038
2000222,1.282,1.160,1.038
2001002,1.892,0.549,1.709
2001012,1.892,0.549,1.709
2001022,1.892,0.549,1.892
2001102,2.197,0.183,1.892
2001112,2.197,0.183,1.892
2001122,1.892,0.244,1.831
2001201,1.892,0.244,1.831
2001211,1.892,0.244,1.831
2001221,1.465,0.732,1.587
2002001,1.465,0.732,1.587
2002011,1.465,0.732,1.587
2002021,0.488,1.465,1.465
2002101,0.488,1.465,1.465
2002111,0.488,1.465,1.465
2002121,-0.366,1.648,1.160
2002201,-0.366,1.648,1.160
2002211,-0.366,1.648,1.160
2002221,-0.671,1.770,1.160
2010002,-0.671,1.770,1.160
2010012,-0.305,1.587,1.404
2010022,-0.305,1.587,1.404
2010102,-0.305,1.587,1.404
2010112,0.000,1.099,1.709
2010122,0.000,1.099,1.709
2010202,0.000,1.099,1.709
2010212,-0.061,0.671,1.648
2010221,-0.061,0.671,1.648
2011002,-0.061,0.671,1.648
2011012,0.366,0.732,1.465
2011021,0.366,0.732,1.465
2011101,0.366,0.732,0.977
2011111,0.732,0.671,0.977
2011121,0.732,0.671,0.977
2011201,1.160,0.549,0.671
2011211,1.160,0.549,0.671
2011221,1.160,0.549,0.671
2012001,1.404,0.122,0.854
2012011,1.404,0.122,0.854
2012021,1.404,0.122,0.854
2012101,1.587,-0.916,1.587
2012111,1.587,-0.916,1.587
2012121,1.587,-0.916,1.587
2012201,1.709,-1.526,2.014
2012211,1.709,-1.526,2.014
2012222,1.709,-1.709,2.563
2020002,1.709,-1.709,2.563
2020012,1.709,-1.709,2.563
2020022,1.648,-1.343,2.991
2020102,1.648,-1.343,2.991
2020112,1.648,-1.343,2.991
2020122,1.343,-0.366,3.418
2020202,1.343,-0.366,3.418
2020212,1.343,-0.366,3.418
2020222,0.732,0.671,3.906
2021002,0.732,0.671,3.906
2021012,0.732,1.526,4.211
2021022,0.305,1.526,4.211
2021102,0.305,1.526,4.211
2021112,0.244,2.136,4.028
2021122,0.244,2.136,4.028
2021202,0.244,2.136,4.028
2021212,0.671,2.686,3.540
2021222,0.671,2.686,3.540
2022002,0.671,2.686,3.540
2022012,1.282,2.930,3.418
2022022,1.282,2.930,3.418
2022102,1.282,2.930,3.418
2022112,1.709,3.235,3.784
2022122,1.709,3.235,3.784
2022202,1.709,3.296,3.906
2022212,1.831,3.296,3.906
2022222,1.831,3.296,3.906
2100002,2.014,2.930,3.662
2100012,2.014,2.930,3.662
2100022,2.014,2.930,3.662
2100102,2.380,2.991,3.174
2100112,2.380,2.991,3.174
2100122,2.380,2.991,3.174
2100202,3.052,4.089,3.235
2100212,3.052,4.089,3.235
2100222,3.052,4.089,3.235
2101002,4.089,5.249,3.296
2101012,4.089,5.249,3.296
2101022,4.089,5.249,3.174
2101102,4.517,5.798,3.174
2101112,4.517,5.798,3.174
2101122,4.456,5.920,2.930
2101202,4.456,5.920,2.930
2101212,4.456,5.920,2.930
2101222,4.333,5.859,2.625
2102002,4.333,5.859,2.625
2102012,4.333,5.859,2.625
2102021,4.395,5.615,2.502
2102101,4.395,5.615,2.502
2102111,4.395,5.615,2.502
2102121,4.395,5.127,2.991
2102201,4.395,5.127,2.991
2102211,4.395,5.127,2.991
2102221,4.150,4.150,3.235
2110001,4.150,4.150,3.235
2110011,3.906,2.808,3.418
2110021,3.906,2.808,3.418
2110101,3.906,2.808,3.418
2110111,4.089,1.648,3.418
2110121,4.089,1.648,3.418
2110201,4.089,1.648,3.418
2110211,4.272,1.221,3.723
2110221,4.272,1.221,3.723
2111001,4.272,1.221,3.723
2111011,4.333,1.038,3.967
2111021,4.333,1.038,3.967
2111101,4.333,1.038,4.211
2111111,4.089,1.343,4.211
2111121,4.089,1.343,4.211
2111201,3.845,1.892,4.395
2111211,3.845,1.892,4.395
2111221,3.845,1.892,4.395
2112001,3.113,2.930,4.395
2112011,3.113,2.930,4.395
2112021,3.113,2.930,4.395
2112101,2.686,4.211,4.517
2112111,2.686,4.211,4.517
2112121,2.686,4.211,4.517
2112201,2.197,5.188,4.333
2112211,2.197,5.188,4.333
2112221,2.197,5.188,4.333
2120001,1.831,6.226,3.540
2120011,1.831,6.226,3.540
2120021,1.221,7.996,2.441
2120101,1.221,7.996,2.441
2120111,1.221,7.996,2.441
2120121,1.038,10.010,1.526
2120201,1.038,10.010,1.526
2120211,1.038,10.010,1.526
2120221,0.793,11.230,1.404
2121001,0.793,11.230,1.404
2121011,0.793,11.230,1.404
2121021,0.854,11.047,1.770
2121101,0.854,11.047,1.770
2121111,0.854,11.047,1.770
2121121,1.343,10.071,2.258
2121201,1.343,10.071,2.258
2121211,1.343,8.728,2.747
2121221,2.258,8.728,2.747
2122001,2.258,8.728,2.747
2122011,2.808,6.958,3.052
2122021,2.808,6.958,3.052
2122101,2.808,6.958,3.052
2122111,2.747,5.615,3.174
2122121,2.747,5.615,3.174
2122201,2.747,5.615,3.174
2122211,2.014,5.066,3.174
2122221,2.014,5.066,3.174
2200001,2.014,5.066,3.174
2200011,1.221,5.188,2.747
2200021,1.221,5.188,2.747
2200101,1.221,5.188,2.258
2200110,0.671,5.432,2.258
2200120,0.671,5.432,2.258
2200200,0.183,5.615,1.831
2200210,0.183,5.615,1.831
2200220,0.183,5.615,1.831
2201000,-0.122,5.737,1.953
2201010,-0.122,5.737,1.953
2201020,-0.122,5.737,1.953
2201101,0.183,5.371,2.197
2201110,0.183,5.371,2.197
2201120,0.183,5.371,2.197
2201200,0.916,4.761,2.319
2201210,0.916,4.761,2.319
2201220,0.916,4.761,2.258
2202000,1.770,4.028,2.258
2202010,1.770,4.028,2.258
2202020,2.563,3.296,2.319
2202100,2.563,3.296,2.319
2202110,2.563,3.296,2.319
2202120,2.502,2.930,2.319
2202200,2.502,2.930,2.319
2202210,2.502,2.930,2.319
2202220,2.136,2.686,2.075
2210000,2.136,2.686,2.075
2210010,2.136,2.686,2.075
2210020,1.465,2.380,1.892
2210100,1.465,2.380,1.892
2210110,1.465,2.380,1.465
2210120,1.526,2.563,1.465
2210200,1.526,2.563,1.465
2210210,2.197,3.357,0.916
2210220,2.197,3.357,0.916
2211000,2.197,3.357,0.916
2211010,3.296,4.395,0.305
2211020,3.296,4.395,0.305
2211100,3.296,4.395,0.305
2211110,3.113,5.066,0.000
2211120,3.113,5.066,0.000
2211200,3.113,5.066,0.000
2211210,1.831,5.615,0.122
2211220,1.831,5.615,0.122
2212000,1.831,5.615,0.488
2212010,1.099,5.554,0.488
2212020,1.099,5.554,0.488
2212100,0.916,5.188,0.732
2212110,0.916,5.188,0.732
2212120,0.916,5.188,0.732
2212200,1.404,4.395,1.038
2212210,1.404,4.395,1.038
2212220,1.404,4.395,1.038
2220000,2.014,3.418,1.404
2220010,2.014,3.418,1.404
2220020,2.014,3.418,1.404
2220100,2.319,2.747,1.770
2220110,2.319,2.747,1.770
2220120,2.319,2.747,1.770
2220200,2.136,2.319,2.075
2220210,2.136,2.319,2.075
2220212,2.136,2.319,2.075
2220222,1.831,2.319,2.075
2221002,1.831,2.319,2.075
2221012,1.587,2.747,2.014
2221022,1.587,2.747,2.014
2221102,1.587,2.747,2.014
2221112,1.709,3.113,2.075
2221122,1.709,3.113,2.075
2221202,1.709,3.113,2.075
2221212,1.648,3.052,2.258
2221222,1.648,3.052,2.258
2222002,1.648,3.052,2.258
2222012,1.404,2.869,2.563
2222022,1.404,2.869,2.563
2222102,1.404,2.869,2.930
2222112,1.282,2.930,2.930
2222122,1.282,2.930,2.930
2222202,1.465,3.052,2.747
2222212,1.465,3.052,2.747
2222222,1.465,3.052,2.747
10000002,1.648,3.296,2.563
10000012,1.648,3.296,2.563
10000022,1.648,3.296,2.563
10000102,1.831,3.723,2.502
10000112,1.831,3.723,2.502
10000122,1.831,3.723,2.502
10000202,1.953,3.601,2.258
10000212,1.953,3.601,2.258
10000222,1.953,3.601,2.258
10001002,1.831,3.052,2.075
10001012,1.831,3.052,2.075
10001022,1.831,2.563,2.136
10001102,1.831,2.563,2.136
10001112,1.831,2.563,2.136
10001122,1.770,1.892,2.380
10001202,1.770,1.892,2.380
10001212,1.770,1.892,2.380
10001222,1.648,1.709,2.441
10002002,1.648,1.709,2.441
10002012,1.648,1.709,2.441
10002022,1.526,1.587,2.625
10002102,1.526,1.587,2.625
10002112,1.526,1.587,2.625
10002122,1.648,1.953,2.563
10002202,1.648,1.953,2.563
10002212,1.648,2.075,2.502
10002222,1.343,2.075,2.502
10010002,1.343,2.075,2.502
10010012,1.282,2.258,2.380
10010022,1.282,2.258,2.380
10010101,1.282,2.258,2.380
10010112,1.221,2.136,2.197
10010121,1.221,2.136,2.197
10010201,1.221,2.136,2.197
10010211,1.221,1.831,2.502
10010221,1.221,1.831,2.502
10011001,1.221,1.831,2.502
10011011,1.221,1.404,2.808
10011021,1.221,1.404,2.808
10011101,1.221,1.404,2.441
10011111,1.404,1.404,2.441
10011121,1.404,1.404,2.441
10011201,1.648,2.075,2.441
10011211,1.648,2.075,2.441
10011221,1.648,2.075,2.441
10012001,1.587,3.174,2.380
10012011,1.587,3.174,2.380
10012021,1.587,3.174,2.380
10012101,1.709,3.967,2.136
10012111,1.709,3.967,2.136
10012121,1.709,3.967,2.136
10012201,1.831,4.333,2.136
10012211,1.831,4.333,2.136
10012221,1.831,4.333,2.380
10020001,1.831,4.333,2.380
10020011,1.831,4.333,2.380
10020021,1.343,3.967,2.441
10020101,1.343,3.967,2.441
10020111,1.343,3.967,2.441
10020121,1.221,3.418,2.686
10020201,1.221,3.418,2.686
10020211,1.221,3.418,2.686
10020221,1.221,2.441,2.930
10021001,1.221,2.441,2.930
10021011,1.221,2.441,2.930
10021021,1.160,1.648,3.357
10021101,1.160,1.648,3.357
10021111,1.160,1.648,3.601
10021121,1.465,1.343,3.601
10021201,1.465,1.343,3.601
10021211,1.648,1.648,3.723
10021221,1.648,1.648,3.723
10022001,1.648,1.648,3.723
10022011,2.075,2.014,3.601
10022021,2.075,2.014,3.601
10022101,2.075,2.014,3.601
10022111,2.075,2.380,3.540
10022121,2.075,2.380,3.540
10022201,2.075,2.380,3.540
10022211,1.770,2.441,3.662
10022221,1.770,2.441,3.662
10100000,1.770,2.441,3.662
10100010,1.648,2.136,3.906
10100020,1.648,2.136,3.906
10100100,1.648,2.136,3.967
10100110,1.709,1.892,3.967
10100120,1.709,1.892,3.967
10100200,2.380,1.709,3.967
10100210,2.380,1.709,3.967
10100220,2.380,1.709,3.967
10101000,2.625,1.770,3.845
10101010,2.625,1.770,3.845
10101020,2.625,1.770,3.845
10101100,2.258,2.197,3.601
10101110,2.258,2.197,3.601
10101120,2.258,2.197,3.601
10101200,2.197,2.258,3.052
10101210,2.197,2.258,3.052
10101220,2.197,2.258,2.930
10102000,2.136,2.563,2.930
10102010,2.136,2.563,2.930
10102020,2.441,2.686,2.747
10102100,2.441,2.686,2.747
10102110,2.441,2.686,2.747
10102120,2.686,2.075,2.686
10102200,2.686,2.075,2.686
10102210,2.686,2.075,2.686
10102220,2.563,1.343,2.686
10110000,2.563,1.343,2.686
10110010,2.563,1.343,2.686
10110020,2.502,0.732,2.930
10110100,2.502,0.732,2.930
10110110,2.502,0.732,2.930
10110120,2.747,0.488,3.113
10110200,2.747,0.488,3.113
10110210,2.747,0.366,3.296
10110220,2.747,0.366,3.296
10111000,2.747,0.366,3.296
10111010,2.686,0.366,3.540
10111020,2.686,0.366,3.540
10111100,2.686,0.366,3.540
10111110,2.808,0.488,3.662
10111120,2.808,0.488,3.662
10111200,2.808,0.488,3.662
10111210,2.869,0.854,3.723
10111220,2.869,0.854,3.723
10111222,2.869,0.854,3.723
10112002,2.563,1.404,3.662
10112012,2.563,1.404,3.662
10112022,2.563,1.404,3.174
10112102,2.319,1.892,3.174
10112112,2.319,1.892,3.174
10112122,2.563,2.380,3.235
10112202,2.563,2.380,3.235
10112212,2.563,2.380,3.235
10112222,2.991,2.625,3.418
10120002,2.991,2.625,3.418
10120012,2.991,2.625,3.418
10120022,2.991,2.625,3.906
10120102,2.991,2.625,3.906
10120112,2.991,2.625,3.906
10120122,3.113,2.441,4.333
10120202,3.113,2.441,4.333
10120212,3.113,2.441,4.395
10120222,2.930,2.258,4.395
10121002,2.930,2.258,4.395
10121012,2.441,2.319,4.150
10121022,2.441,2.319,4.150
10121102,2.441,2.319,4.150
10121112,2.563,2.563,4.150
10121122,2.563,2.563,4.150
10121202,2.563,2.563,4.150
10121212,2.869,2.319,4.089
10121222,2.869,2.319,4.089
10122002,2.869,2.319,4.089
10122012,2.991,2.136,3.967
10122022,2.991,2.136,3.967
10122102,2.991,2.136,3.967
10122112,2.991,2.136,4.211
10122122,2.991,2.136,4.211
10122202,3.296,2.014,4.639
10122212,3.296,2.014,4.639
10122222,3.296,2.014,4.639
10200002,3.296,1.770,4.822
10200012,3.296,1.770,4.822
10200022,3.296,1.770,4.822
10200102,2.930,1.770,4.822
10200112,2.930,1.770,4.822
10200122,2.930,1.770,4.822
10200202,2.380,1.770,4.761
10200212,2.380,1.770,4.761
10200222,2.380,1.770,4.761
10201002,1.953,1.648,4.639
10201012,1.953,1.648,4.639
10201022,1.953,1.526,4.700
10201101,1.648,1.526,4.700
10201111,1.648,1.526,4.700
10201121,1.648,1.160,4.395
10201201,1.648,1.160,4.395
10201211,1.648,1.160,4.395
10201221,1.892,1.099,4.150
10202001,1.892,1.099,4.150
10202011,1.892,1.099,4.150
10202021,2.136,1.099,3.723
10202101,2.136,1.099,3.723
10202111,2.136,1.099,3.723
10202121,2.136,0.854,3.479
10202201,2.136,0.854,3.479
10202211,2.136,0.854,3.662
10202221,2.319,1.038,3.662
10210001,2.319,1.038,3.662
10210011,2.930,1.526,3.845
10210021,2.930,1.526,3.845
10210101,2.930,1.526,3.845
10210111,2.869,2.136,3.540
10210121,2.869,2.136,3.540
10210201,2.869,2.136,3.540
10210211,2.625,2.869,3.357
10210221,2.625,2.869,3.357
10211001,2.625,2.869,3.357
10211011,2.502,3.540,3.296
10211021,2.502,3.540,3.296
10211101,2.502,3.540,3.296
10211111,2.258,3.784,3.296
10211121,2.258,3.784,3.296
10211201,2.197,3.540,3.418
10211211,2.197,3.540,3.418
10211221,2.197,3.540,3.418
10212001,2.075,2.502,4.028
10212011,2.075,2.502,4.028
10212021,2.075,2.502,4.028
10212101,2.075,1.892,4.333
10212111,2.075,1.892,4.333
10212121,2.075,1.892,4.333
10212201,2.014,1.404,4.395
10212211,2.014,1.404,4.395
10212221,2.014,1.404,4.395
10220001,1.892,1.099,4.395
10220011,1.892,1.099,4.395
10220021,2.075,0.916,4.517
10220101,2.075,0.916,4.517
10220111,2.075,0.916,4.517
10220121,1.770,0.854,4.272
10220201,1.770,0.854,4.272
10220211,1.770,0.854,4.272
10220221,1.526,0.549,4.089
10221001,1.526,0.549,4.089
10221011,1.526,0.549,4.089
10221021,1.221,0.549,3.784
10221101,1.221,0.549,3.784
10221111,1.221,0.549,3.784
10221121,1.282,0.793,3.540
10221201,1.282,0.793,3.540
10221211,1.282,0.854,3.235
10221221,1.526,0.854,3.235
10222001,1.526,0.854,3.235
10222011,1.770,0.793,2.930
10222020,1.770,0.793,2.930
10222100,1.770,0.793,2.930
10222110,1.953,0.732,2.869
10222120,1.953,0.732,2.869
10222200,1.953,0.732,2.869
10222210,2.380,0.732,2.747
10222220,2.380,0.732,2.747
11000000,2.380,0.732,2.747
11000010,2.625,0.793,2.869
11000020,2.625,0.793,2.869
11000100,2.625,0.793,2.563
11000110,2.869,0.732,2.563
11000120,2.869,0.732,2.563
11000200,2.808,1.038,2.258
11000210,2.808,1.038,2.258
11000220,2.808,1.038,2.258
11001000,2.441,1.343,2.075
11001010,2.441,1.343,2.075
11001020,2.441,1.343,2.075
11001100,2.563,1.160,1.953
11001110,2.563,1.160,1.953
11001120,2.563,1.160,1.953
11001200,2.625,0.854,1.892
11001210,2.625,0.854,1.892
11001220,2.625,0.854,1.892
11002000,2.625,0.671,1.648
11002010,2.625,0.671,1.648
11002020,2.625,0.793,1.770
11002100,2.625,0.793,1.770
11002110,2.625,0.793,1.770
11002120,2.747,1.404,1.770
11002122,2.747,1.404,1.770
11002202,2.747,1.404,1.770
11002212,2.869,1.587,1.587
11002222,2.869,1.587,1.587
11010002,2.869,1.587,1.587
11010012,2.930,1.587,1.648
11010022,2.930,1.587,1.648
11010102,2.930,1.587,1.648
11010112,2.991,1.709,1.892
11010122,2.991,1.709,1.892
11010202,2.991,1.709,2.197
11010212,2.869,1.465,2.197
11010222,2.869,1.465,2.197
11011002,2.930,1.343,2.258
11011012,2.930,1.343,2.258
11011022,2.930,1.343,2.258
11011102,3.235,1.160,2.136
11011112,3.235,1.160,2.136
11011122,3.235,1.160,2.136
11011202,3.418,1.160,2.197
11011212,3.418,1.160,2.197
11011222,3.418,1.160,2.197
11012002,3.418,1.343,2.441
11012012,3.418,1.343,2.441
11012022,3.418,1.343,2.563
11012102,3.296,1.404,2.563
11012112,3.296,1.404,2.563
11012122,3.479,1.343,2.869
11012202,3.479,1.343,2.869
11012212,3.479,1.343,2.869
11012222,3.601,1.404,2.930
11020002,3.601,1.404,2.930
11020012,3.601,1.404,2.930
11020022,3.418,1.892,3.296
11020102,3.418,1.892,3.296
11020112,3.418,1.892,3.296
11020122,2.991,2.197,3.540
11020202,2.991,2.197,3.540
11020212,2.991,2.197,3.540
11020222,2.747,2.441,3.662
11021002,2.747,2.441,3.662
11021012,2.808,2.747,3.723
11021022,2.808,2.747,3.723
11021102,2.808,2.747,3.723
11021112,2.747,2.686,3.967
11021122,2.747,2.686,3.967
11021202,2.747,2.686,3.967
11021212,2.563,2.319,3.845
11021222,2.563,2.319,3.845
11022002,2.563,2.319,3.845
11022012,2.319,1.953,3.845
11022022,2.319,1.953,3.845
11022102,2.319,1.953,4.150
11022112,2.136,1.709,4.150
11022122,2.136,1.709,4.150
11022202,2.380,1.770,4.211
11022212,2.380,1.770,4.211
11022222,2.380,1.770,4.211
11100002,2.625,2.075,4.211
11100012,2.625,2.075,4.211
11100022,2.625,2.075,4.211
11100102,2.869,2.319,4.272
11100112,2.869,2.319,4.272
11100122,2.869,2.319,4.272
11100202,2.930,2.686,4.272
11100212,2.930,2.686,4.272
11100222,2.930,2.686,4.517
11101002,2.930,2.747,4.517
11101012,2.930,2.747,4.517
11101022,2.625,2.502,4.761
11101102,2.625,2.502,4.761
11101112,2.625,2.502,4.761
11101122,2.258,1.953,4.822
11101202,2.258,1.953,4.822
11101212,2.258,1.953,4.822
11101222,1.953,1.709,4.883
11102002,1.953,1.709,4.883
11102012,1.953,1.709,4.883
11102022,1.953,1.465,4.822
11102101,1.953,1.465,4.822
11102111,1.953,1.465,4.822
11102121,2.136,1.343,4.700
11102201,2.136,1.343,4.700
11102211,2.136,1.648,4.517
11102221,2.258,1.648,4.517
11110001,2.258,1.648,4.517
11110011,2.502,2.197,4.395
11110021,2.502,2.197,4.395
11110101,2.502,2.197,4.395
11110111,2.502,2.441,4.089
11110121,2.502,2.441,4.089
11110201,2.502,2.441,4.089
11110211,2.563,2.563,4.150
11110221,2.563,2.563,4.150
11111001,2.563,2.563,4.150
11111011,2.502,2.441,4.150
11111021,2.502,2.441,4.150
11111101,2.502,2.014,4.272
11111111,2.319,2.014,4.272
11111121,2.319,2.014,4.272
11111201,1.892,1.953,4.150
11111211,1.892,1.953,4.150
11111221,1.892,1.953,4.150
11112001,1.709,2.197,3.784
11112011,1.709,2.197,3.784
11112021,1.709,2.197,3.784
11112101,1.892,2.319,3.418
11112111,1.892,2.319,3.418
11112121,1.892,2.319,3.418
11112201,2.319,2.075,3.174
11112211,2.319,2.075,3.174
11112221,2.319,1.587,3.296
11120001,2.502,1.587,3.296
11120011,2.502,1.587,3.296
11120021,2.686,0.793,3.601
11120101,2.686,0.793,3.601
11120111,2.686,0.793,3.601
11120121,2.930,0.549,3.601
11120201,2.930,0.549,3.601
11120211,2.930,0.549,3.601
11120221,2.869,0.793,3.845
11121001,2.869,0.793,3.845
11121011,2.869,0.793,3.845
11121021,3.174,1.282,3.906
11121101,3.174,1.282,3.906
11121111,3.296,1.648,3.967
11121121,3.296,1.648,3.967
11121201,3.296,1.648,3.967
11121211,2.869,1.587,3.784
11121221,2.869,1.587,3.784
11122001,2.869,1.587,3.784
11122011,2.502,1.648,3.906
11122021,2.502,1.648,3.906
11122101,2.502,1.648,3.906
11122111,2.502,1.343,3.967
11122121,2.502,1.343,3.967
11122201,2.502,1.343,4.089
11122211,2.563,1.099,4.089
11122221,2.563,1.099,4.089
11200001,2.625,0.977,4.089
11200011,2.625,0.977,4.089
11200021,2.625,0.977,4.089
11200101,2.258,0.854,3.601
11200111,2.258,0.854,3.601
11200121,2.258,0.854,3.601
11200201,2.197,1.038,3.723
11200211,2.197,1.038,3.723
11200221,2.197,1.038,3.723
11201001,2.136,1.404,3.845
11201011,2.136,1.404,3.845
11201021,2.136,1.404,3.967
11201101,2.136,1.770,3.967
11201111,2.136,1.770,3.967
11201121,2.319,1.953,4.089
11201201,2.319,1.953,4.089
11201211,2.319,1.953,4.089
11201221,2.563,2.075,3.784
11202001,2.563,2.075,3.784
11202011,2.563,2.075,3.784
11202021,2.747,2.502,3.479
11202101,2.747,2.502,3.479
11202111,2.747,2.502,3.479
11202121,3.113,2.686,3.296
11202201,3.113,2.686,3.296
11202211,3.113,2.441,3.174
11202221,3.723,2.441,3.174
11210001,3.723,2.441,3.174
11210011,4.150,2.136,2.930
11210021,4.150,2.136,2.930
11210101,4.150,2.136,2.930
11210111,4.089,1.465,2.563
11210121,4.089,1.465,2.563
11210201,4.089,1.465,2.563
11210211,3.357,1.221,2.747
11210221,3.357,1.221,2.747
11211001,3.357,1.221,2.747
11211011,2.441,1.160,2.869
11211021,2.441,1.160,2.869
11211101,2.014,1.587,2.625
11211111,2.014,1.587,2.625
11211121,2.014,1.587,2.625
11211201,1.892,2.014,2.441
11211211,1.892,2.014,2.441
11211221,1.892,2.014,2.441
11212001,2.014,2.441,2.441
11212011,2.014,2.441,2.441
11212021,2.014,2.441,2.441
11212101,2.197,2.747,2.441
11212111,2.197,2.747,2.441
11212121,2.197,2.747,2.441
11212201,2.625,2.869,2.502
11212211,2.625,2.869,2.502
11212221,2.930,2.808,2.441
11220001,2.930,2.808,2.441
11220011,2.930,2.808,2.441
11220021,3.052,2.686,2.136
11220101,3.052,2.686,2.136
11220111,3.052,2.686,2.136
11220121,2.930,2.502,2.258
11220201,2.930,2.502,2.258
11220211,2.930,2.502,2.258
11220221,2.869,2.197,2.319
11221001,2.869,2.197,2.319
11221011,2.869,2.197,2.319
11221021,2.686,1.892,2.441
11221101,2.686,1.892,2.441
11221111,2.747,1.709,2.686
11221121,2.747,1.709,2.686
11221201,2.747,1.709,2.686
11221211,2.869,1.648,2.747
11221221,2.869,1.648,2.747
11222001,2.869,1.648,2.747
11222011,2.808,2.014,2.808
11222021,2.808,2.014,2.808
11222101,2.808,2.014,2.808
11222111,2.441,2.625,2.808
11222121,2.441,2.625,2.808
11222201,2.441,2.625,2.808
11222211,2.258,3.052,2.930
11222221,2.258,3.052,2.930
12000001,2.441,3.052,2.869
12000011,2.441,3.052,2.869
12000021,2.441,3.052,2.869
12000101,2.197,2.808,2.747
12000111,2.197,2.808,2.747
